Code_commune,COM,NotePop,NoteSanté,NoteRestauration,NoteServicePubl,NoteService,NoteTransport,NoteActivités,NoteCouv,NotePrix
66147,Porté-Puymorens,1,2,4,1,4,4,4,1,3
66148,Port-Vendres,3,5,5,3,5,5,5,1,4
66149,Prades,4,5,5,4,5,5,5,3,4
66150,Prats-de-Mollo-la-Preste,3,5,4,2,5,4,5,1,3
66151,Prats-de-Sournia,1,1,1,1,4,1,4,1,3
66152,Prugnanes,1,1,1,1,3,2,2,1,1
66153,Prunet-et-Belpuig,1,1,2,1,2,1,1,1,4
66154,Puyvalador,1,1,1,1,1,2,4,1,4
66155,Py,1,1,2,1,1,2,4,1,2
66156,Rabouillet,1,1,1,1,2,1,3,1,3
66158,Rasiguères,1,2,2,1,4,1,4,1,3
66159,Réal,1,1,2,1,1,1,3,1,3
66160,Reynès,3,4,4,1,5,4,4,1,4
66161,Ria-Sirach,3,4,4,1,5,4,4,1,4
66162,Rigarda,2,1,1,1,4,3,4,1,3
66164,Rivesaltes,4,5,5,3,5,5,5,4,4
66165,Rodès,2,4,4,1,5,4,4,1,4
66166,Sahorre,1,1,1,1,4,3,4,1,4
66167,Saillagouse,3,5,4,4,5,4,4,1,4
66168,Saint-André,3,5,4,1,5,4,4,1,4
66169,Saint-Arnac,1,1,1,1,4,1,4,1,1
66171,Saint-Cyprien,5,5,5,2,5,5,5,2,4
66172,Saint-Estève,5,5,5,3,5,5,5,5,4
66173,Saint-Féliu-d'Amont,3,4,1,1,4,3,4,1,4
66174,Saint-Féliu-d'Avall,3,4,4,1,5,4,4,3,4
66175,Saint-Génis-des-Fontaines,3,5,4,2,5,4,4,1,4
66176,Saint-Hippolyte,3,5,4,1,5,4,4,5,4
66177,Saint-Jean-Lasseille,3,3,4,1,5,4,4,1,4
66178,Saint-Jean-Pla-de-Corts,3,5,4,1,5,4,4,1,4
66179,Saint-Laurent-de-Cerdans,3,5,3,1,5,4,5,1,3
66180,Saint-Laurent-de-la-Salanque,5,5,5,3,5,5,5,4,4
66182,Sainte-Marie-la-Mer,3,5,5,1,5,5,4,3,4
66183,Saint-Marsal,1,1,1,1,4,2,4,1,2
66184,Saint-Martin-de-Fenouillet,1,1,1,1,1,1,3,1,2
66185,Saint-Michel-de-Llotes,1,2,2,1,4,1,3,1,4
66186,Saint-Nazaire,3,5,4,1,5,4,4,3,4
66187,Saint-Paul-de-Fenouillet,3,5,4,4,5,5,4,1,2
66188,Saint-Pierre-dels-Forcats,1,1,4,1,4,4,4,1,4
66189,Saleilles,4,5,4,1,5,5,4,4,4
66190,Salses-le-Château,3,5,4,1,5,4,4,1,4
66191,Sansa,1,1,1,1,2,1,1,1,1
66192,Sauto,1,1,1,1,4,2,1,1,4
66193,Serdinya,1,1,3,1,4,4,4,1,1
66194,Serralongue,1,2,2,1,4,2,4,1,3
66195,Le Soler,4,5,5,2,5,5,5,4,4
66196,Sorède,3,5,4,1,5,4,4,1,4
66198,Sournia,2,4,3,1,4,4,4,1,2
66199,Taillet,1,1,1,1,3,1,1,1,4
66201,Tarerach,1,1,1,1,4,1,2,1,3
66202,Targassonne,1,2,1,1,4,3,4,1,4
66203,Taulis,1,1,2,1,1,1,2,1,2
66204,Taurinya,1,1,2,1,4,3,4,1,3
66205,Tautavel,2,4,4,3,5,4,5,5,3
66206,Le Tech,1,1,2,1,3,1,4,1,2
66207,Terrats,2,4,1,1,4,3,4,1,3
66208,Théza,3,4,4,1,5,4,4,1,4
66209,Thuès-Entre-Valls,1,1,2,1,2,2,3,1,2
66210,Thuir,4,5,5,3,5,5,5,1,4
66211,Tordères,1,2,3,1,4,2,2,1,4
66212,Torreilles,3,5,5,1,5,5,4,3,4
66213,Toulouges,4,5,5,1,5,5,4,4,4
66214,Tresserre,3,3,1,1,5,3,4,1,4
66215,Trévillach,1,1,1,1,4,1,4,1,2
66216,Trilla,1,1,1,1,1,1,4,1,1
66217,Trouillas,3,5,4,1,5,4,4,1,3
66218,Ur,1,2,3,1,4,4,4,1,3
66220,Valcebollère,1,1,1,1,2,1,4,1,4
66222,Vernet-les-Bains,3,5,4,4,5,4,5,1,4
66223,Villefranche-de-Conflent,1,1,5,1,3,4,3,1,1
66224,Villelongue-de-la-Salanque,3,5,4,1,5,4,4,3,3
66225,Villelongue-dels-Monts,3,4,3,1,5,4,4,1,4
66226,Villemolaque,3,4,4,1,5,4,4,1,4
66227,Villeneuve-de-la-Raho,3,5,5,1,5,5,5,4,4
66228,Villeneuve-la-Rivière,3,4,1,1,5,4,4,5,3
66230,Vinça,3,5,4,1,5,4,4,1,4
66231,Vingrau,2,2,4,1,4,4,4,1,2
66233,Vivès,1,1,2,1,3,2,3,1,4
69100,Irigny,4,5,5,2,5,5,5,4,4
69102,Joux,2,1,2,1,4,3,4,1,3
69103,Juliénas,2,4,3,1,5,4,4,1,4
69104,Jullié,1,1,3,1,4,2,3,1,3
69105,Lacenas,3,5,1,1,5,4,4,1,4
69106,Lachassagne,3,2,3,1,4,4,4,5,4
69107,Lamure-sur-Azergues,3,4,4,3,5,5,4,1,3
69108,Lancié,3,3,2,1,5,3,4,1,4
69109,Lantignié,2,2,1,1,4,4,3,1,4
69110,Larajasse,3,4,4,1,5,4,4,2,4
69111,Légny,2,5,4,1,5,4,2,1,4
69112,Lentilly,4,5,4,1,5,5,5,5,4
69113,Létra,2,3,2,1,5,4,4,1,4
69115,Limas,3,5,4,1,5,5,4,4,4
69116,Limonest,3,5,5,2,5,5,4,4,5
69117,Lissieu,3,5,4,1,5,5,4,5,4
69118,Loire-sur-Rhône,3,5,4,1,5,4,4,3,4
69119,Longes,2,2,4,1,5,3,3,1,4
69120,Longessaigne,2,2,2,1,4,4,4,1,2
69121,Lozanne,3,5,4,1,5,5,4,5,4
69122,Lucenay,3,4,4,1,5,4,4,5,4
69124,Marchampt,1,1,2,1,4,3,4,1,4
69125,Marcilly-d'Azergues,2,4,3,1,5,4,4,5,4
69126,Marcy,2,4,2,1,4,4,2,5,4
69127,Marcy-l'Étoile,3,5,4,1,5,5,4,4,4
69130,Meaux-la-Montagne,1,1,4,1,2,1,3,1,4
69131,Messimy,3,5,4,1,5,4,4,3,4
69132,Meys,2,4,3,1,4,3,4,1,2
69133,Millery,3,5,4,1,5,4,4,4,4
69134,Moiré,1,2,1,1,2,1,3,1,4
69135,Deux-Grosnes,3,4,4,3,5,4,4,1,3
69135,Monsols,2,4,4,3,5,4,4,1,3
69136,Montagny,3,5,4,1,5,4,4,4,4
69137,Montmelas-Saint-Sorlin,2,2,3,1,4,2,2,1,4
69138,Montromant,1,1,2,1,4,2,2,1,3
69139,Montrottier,3,4,4,1,5,4,4,2,4
69140,Morancé,3,4,4,1,5,4,4,5,5
69141,Mornant,4,5,5,4,5,5,5,4,4
69142,La Mulatière,4,5,4,1,5,5,5,4,4
69143,Neuville-sur-Saône,4,5,5,3,5,5,5,5,4
69145,Odenas,2,4,2,1,4,4,4,2,4
69148,Orliénas,3,5,4,1,5,4,4,3,4
69149,Oullins,5,5,5,4,5,5,5,5,4
69151,Le Perréon,3,4,4,1,5,4,4,2,4
69152,Pierre-Bénite,5,5,5,1,5,5,5,4,4
69153,Poleymieux-au-Mont-d'Or,3,2,2,1,5,3,4,1,4
69154,Pollionnay,3,4,3,1,5,4,4,1,4
69155,Pomeys,3,1,3,1,5,4,4,2,3
69156,Pommiers,3,5,4,1,5,4,4,5,4
69157,Vindry-sur-Turdine,4,5,4,1,5,5,4,2,4
69157,Pontcharra-sur-Turdine,3,5,4,1,5,5,4,2,4
69159,Porte des Pierres Dorées,3,5,4,1,5,5,5,1,4
69159,Pouilly-le-Monial,2,5,4,1,5,5,5,1,4
69160,Poule-les-Écharmeaux,3,4,4,1,5,4,4,1,3
69161,Propières,1,3,3,1,4,4,4,1,2
69162,Quincié-en-Beaujolais,3,1,3,1,5,4,4,1,4
69163,Quincieux,3,5,4,1,5,5,4,4,4
69164,Ranchal,1,1,4,1,4,4,4,1,3
69165,Régnié-Durette,3,3,2,1,4,4,4,1,4
69166,Riverie,1,2,2,1,4,3,4,4,2
69167,Rivolet,2,1,3,1,4,3,1,1,3
69168,Rochetaillée-sur-Saône,3,4,4,1,5,4,4,3,4
69169,Ronno,2,1,4,1,4,2,4,1,3
69170,Rontalon,3,4,2,1,5,4,4,3,4
69171,Sain-Bel,3,5,4,1,5,5,4,4,4
69172,Salles-Arbuissonnas-en-Beaujolais,2,2,4,1,5,3,3,1,4
69173,Sarcey,3,2,3,1,5,4,4,3,4
69174,Les Sauvages,2,3,3,1,4,3,4,1,3
69175,Savigny,3,4,4,1,5,4,4,2,4
69176,Soucieu-en-Jarrest,3,5,4,1,5,5,4,4,4
69177,Sourcieux-les-Mines,3,4,2,1,5,3,4,1,4
69178,Souzy,2,1,1,1,5,4,4,1,3
69179,Beauvallon,3,4,4,1,5,4,5,4,4
69179,Saint-Andéol-le-Château,3,4,4,1,5,4,5,4,4
69180,Saint-André-la-Côte,1,1,1,1,3,4,4,3,4
69181,Saint-Appolinaire,1,2,1,1,4,1,2,1,2
69182,Saint-Bonnet-des-Bruyères,1,1,2,1,4,3,2,1,1
69183,Saint-Bonnet-le-Troncy,1,1,2,1,4,2,2,1,3
69184,Sainte-Catherine,3,4,3,1,5,4,4,3,3
69186,Saint-Clément-de-Vers,1,2,2,1,4,4,1,1,3
69187,Saint-Clément-les-Places,2,3,2,1,4,2,4,1,2
69188,Saint-Clément-sur-Valsonne,2,4,2,1,4,4,4,1,3
69189,Sainte-Colombe,3,5,5,1,5,4,1,4,4
69190,Sainte-Consorce,3,4,4,1,5,4,4,3,4
69191,Saint-Cyr-au-Mont-d'Or,4,5,4,1,5,5,4,4,4
69192,Saint-Cyr-le-Chatoux,1,1,3,1,3,1,1,1,3
69193,Saint-Cyr-sur-le-Rhône,3,1,2,1,4,2,4,1,4
69194,Saint-Didier-au-Mont-d'Or,4,5,4,1,5,5,4,4,4
69196,Saint-Didier-sur-Beaujeu,2,3,4,1,5,4,4,1,3
69197,Saint-Étienne-des-Oullières,3,4,4,1,5,4,4,3,4
69198,Saint-Étienne-la-Varenne,2,1,3,1,4,4,4,1,4
69199,Saint-Fons,5,5,5,2,5,5,5,4,4
69200,Saint-Forgeux,3,3,2,1,5,4,4,2,4
69201,Sainte-Foy-l'Argentière,3,5,4,1,5,5,4,2,3
69202,Sainte-Foy-lès-Lyon,5,5,5,1,5,5,5,4,4
69203,Saint-Genis-l'Argentière,3,1,2,1,4,3,4,1,3
69204,Saint-Genis-Laval,5,5,5,3,5,5,5,4,4
69205,Saint-Genis-les-Ollières,4,5,4,1,5,5,4,3,4
69206,Saint-Georges-de-Reneins,3,5,4,1,5,5,4,4,4
69207,Saint-Germain-au-Mont-d'Or,3,5,4,1,5,4,4,4,4
69208,Saint-Germain-Nuelles,3,3,1,1,5,4,4,4,4
69208,Saint-Germain-sur-l'Arbresle,3,3,1,1,5,4,4,4,4
69209,Saint-Igny-de-Vers,2,4,1,1,4,4,4,1,1
69212,Saint-Jean-des-Vignes,1,1,1,1,4,2,2,4,4
69214,Saint-Jean-la-Bussière,3,4,3,1,5,4,4,1,2
69215,Saint-Julien,2,3,3,1,5,4,4,1,4
69216,Saint-Julien-sur-Bibost,2,1,1,1,4,3,4,1,4
69217,Saint-Just-d'Avray,2,3,3,1,4,4,4,1,3
69218,Saint-Lager,3,1,4,1,5,3,4,1,4
69219,Saint-Laurent-d'Agny,3,5,4,1,5,4,4,5,4
69220,Saint-Laurent-de-Chamousset,3,5,3,4,5,5,5,1,3
69225,Saint-Marcel-l'Éclairé,2,1,2,1,4,2,4,1,4
69227,Saint-Martin-en-Haut,3,5,4,1,5,5,4,2,4
69228,Chabanière,3,5,4,1,5,4,5,2,4
69228,Saint-Maurice-sur-Dargoire,3,5,4,1,5,4,5,2,4
69229,Saint-Nizier-d'Azergues,2,1,4,1,5,4,3,1,3
69230,Sainte-Paule,1,1,4,1,4,2,3,1,4
69231,Saint-Pierre-la-Palud,3,4,4,1,5,4,4,2,4
69233,Saint-Romain-au-Mont-d'Or,3,2,4,1,5,4,4,3,4
69234,Saint-Romain-de-Popey,3,4,4,1,5,4,4,2,4
69235,Saint-Romain-en-Gal,3,5,4,1,5,4,4,3,4
69236,Saint-Romain-en-Gier,2,1,1,1,4,4,4,1,4
69238,Saint-Symphorien-sur-Coise,3,5,4,4,5,5,4,5,4
69239,Saint-Vérand,3,3,4,1,4,4,3,1,4
69240,Saint-Vincent-de-Reins,2,4,3,1,4,4,4,1,1
69241,Taluyers,3,5,4,1,5,4,4,4,4
69242,Taponas,2,1,3,1,4,4,2,1,4
69243,Tarare,5,5,5,4,5,5,5,3,4
69244,Tassin-la-Demi-Lune,5,5,5,4,5,5,5,5,4
69245,Ternand,2,5,4,1,4,4,4,1,4
69246,Theizé,3,4,3,1,5,4,4,1,4
69248,Thizy-les-Bourgs,4,5,5,4,5,5,5,2,3
69248,Thizy,3,5,5,4,5,5,5,2,3
69249,Thurins,3,5,4,1,5,4,4,2,4
69250,La Tour-de-Salvagny,3,5,4,1,5,5,4,4,4
69252,Trèves,2,1,2,1,4,3,4,3,4
69253,Tupin-et-Semons,2,2,4,1,4,2,1,1,4
69254,Valsonne,2,2,1,1,5,4,4,1,4
69255,Vaugneray,4,5,4,3,5,5,4,2,4
69255,Vaugneray,4,5,4,3,5,5,4,2,4
69256,Vaulx-en-Velin,5,5,5,4,5,5,5,4,4
69257,Vaux-en-Beaujolais,3,2,4,1,5,4,4,2,4
69258,Vauxrenard,1,1,2,1,2,2,2,1,2
69259,Vénissieux,6,5,5,4,5,5,5,5,5
69260,Vernaison,4,5,4,1,5,5,4,4,4
69263,Villechenève,2,1,3,1,4,3,4,1,3
69264,Villefranche-sur-Saône,5,5,5,4,5,5,5,4,5
69265,Ville-sur-Jarnioux,2,2,3,1,4,3,4,1,4
69266,Villeurbanne,7,5,5,4,5,5,5,5,5
69267,Villié-Morgon,3,5,4,1,5,5,4,1,3
69268,Vourles,3,5,4,1,5,5,4,4,4
69269,Yzeron,3,4,4,1,5,4,4,1,4
69270,Chaponnay,3,5,4,1,5,5,4,5,4
69271,Chassieu,5,5,5,2,5,5,5,4,5
69272,Communay,3,5,4,1,5,5,4,3,4
69273,Corbas,5,5,5,2,5,5,5,5,4
69275,Décines-Charpieu,5,5,5,2,5,5,5,4,4
69276,Feyzin,4,5,5,1,5,5,5,5,4
69277,Genas,5,5,5,2,5,5,5,4,4
69278,Genay,4,5,4,1,5,5,4,4,4
69279,Jonage,4,5,4,2,5,5,4,4,4
69280,Jons,3,4,4,1,5,4,4,5,4
69281,Marennes,3,5,3,1,5,4,4,4,4
69282,Meyzieu,5,5,5,4,5,5,5,5,4
69283,Mions,5,5,5,2,5,5,4,5,4
69284,Montanay,3,5,4,1,5,4,4,4,4
69285,Pusignan,3,5,4,1,5,5,4,5,4
69286,Rillieux-la-Pape,5,5,5,4,5,5,5,4,4
69287,Saint-Bonnet-de-Mure,4,5,5,1,5,5,4,4,4
69288,Saint-Laurent-de-Mure,4,5,5,2,5,5,4,5,4
69289,Saint-Pierre-de-Chandieu,3,5,4,1,5,5,4,3,4
69290,Saint-Priest,5,5,5,4,5,5,5,4,4
69291,Saint-Symphorien-d'Ozon,4,5,4,3,5,5,5,2,5
69292,Sathonay-Camp,4,5,4,2,5,5,4,5,5
69293,Sathonay-Village,3,4,4,1,5,4,4,5,4
69294,Sérézin-du-Rhône,3,5,4,1,5,5,4,4,5
69295,Simandres,3,4,4,1,5,4,4,1,4
69296,Solaize,3,5,4,1,5,4,4,4,4
69297,Ternay,4,5,4,1,5,5,4,4,4
69298,Toussieu,3,5,4,1,5,4,4,2,4
69299,Colombier-Saugnieu,3,5,4,1,5,5,4,4,4
70100,Broye-les-Loups-et-Verfontaine,1,1,1,1,4,1,1,1,1
70101,Broye-Aubigney-Montseugny,1,1,1,1,4,1,2,1,1
70102,Brussey,1,1,1,1,4,2,4,1,3
70103,La Bruyère,1,1,1,1,4,1,2,1,3
70104,Bucey-lès-Gy,2,2,4,1,5,4,4,1,1
70107,Bussières,1,2,1,1,3,1,2,1,2
70109,Buthiers,1,1,1,1,3,2,3,1,4
70111,Calmoutier,1,1,2,1,2,1,3,1,2
70112,Cemboing,1,1,1,1,1,2,3,1,1
70113,Cenans,1,1,1,1,3,1,1,1,2
70114,Cendrecourt,1,1,1,1,4,1,2,1,1
70115,Cerre-lès-Noroy,1,1,2,1,3,1,3,1,2
70116,Chagey,2,2,2,1,4,4,4,1,2
70117,Châlonvillars,3,2,3,1,4,4,4,1,3
70119,Chambornay-lès-Pin,1,1,2,1,4,2,3,1,4
70120,Champagney,3,4,4,4,5,5,5,1,3
70121,Champey,2,1,3,1,4,4,4,1,2
70122,Champlitte,3,5,3,4,5,4,5,1,1
70125,Champvans,1,1,1,1,4,1,1,1,2
70126,Chancey,1,1,1,1,4,1,1,1,1
70128,La Chapelle-lès-Luxeuil,1,1,4,1,4,2,4,1,2
70129,La Chapelle-Saint-Quillain,1,1,2,1,2,2,1,1,1
70130,Charcenne,1,4,1,1,3,3,3,1,3
70132,Chargey-lès-Gray,2,4,1,1,4,4,4,5,2
70133,Chargey-lès-Port,1,1,1,1,4,1,4,1,1
70136,Charmoille,1,2,1,1,4,2,4,1,2
70141,Châtenois,1,1,1,1,1,2,4,1,1
70142,Chaumercenne,1,1,1,1,4,2,2,1,1
70143,Chauvirey-le-Châtel,1,1,1,1,4,1,2,1,2
70145,Chaux-la-Lotière,1,1,1,1,4,2,4,1,3
70147,Chavanne,1,1,1,1,3,1,3,1,3
70148,Chemilly,1,1,2,1,2,1,1,1,4
70149,Chenebier,2,1,1,1,4,3,4,1,2
70150,Chenevrey-et-Morogne,1,3,1,1,3,2,1,1,4
70152,Choye,1,2,3,1,4,3,4,1,1
70154,Cirey,1,2,1,1,4,1,4,1,2
70155,Citers,2,4,3,1,4,3,2,1,2
70157,Clairegoutte,1,1,1,1,4,3,3,1,4
70158,Clans,1,1,1,1,1,1,4,1,2
70160,Coisevaux,1,1,1,1,4,2,4,1,3
70162,Colombe-lès-Vesoul,1,1,2,1,2,2,4,1,2
70163,Colombier,1,1,1,1,4,3,4,1,3
70165,Combeaufontaine,2,4,2,2,4,4,4,1,1
70167,Conflandey,1,1,2,1,4,1,3,1,1
70168,Conflans-sur-Lanterne,2,4,3,1,4,4,4,1,1
70169,Confracourt,1,1,1,1,4,2,2,1,1
70170,Contréglise,1,1,1,1,2,2,1,1,5
70171,Corbenay,3,4,1,2,5,5,4,1,1
70174,Cordonnet,1,1,1,1,3,1,3,1,1
70175,Cornot,1,1,2,1,4,1,2,1,1
70176,Corravillers,1,1,3,1,3,1,2,1,1
70177,Corre,2,4,2,1,5,4,3,1,1
70178,La Côte,2,1,2,1,4,4,4,1,3
70180,Courchaton,1,2,4,1,4,3,4,1,1
70182,Courmont,1,1,2,1,1,1,1,1,5
70184,Couthenans,2,3,2,1,4,3,4,1,3
70185,Cresancey,1,1,2,1,4,1,3,1,1
70186,La Creuse,1,1,1,1,2,1,1,1,1
70189,Cromary,1,1,1,1,4,1,1,1,2
70190,Cubry-lès-Faverney,1,1,1,1,3,1,1,1,2
70193,Cult,1,1,1,1,4,1,3,1,3
70195,Dambenoît-lès-Colombe,1,1,1,1,4,1,3,1,2
70196,Dampierre-lès-Conflans,1,1,1,1,3,1,4,1,2
70197,Dampierre-sur-Linotte,2,4,1,1,4,4,4,1,1
70198,Dampierre-sur-Salon,3,5,4,3,5,5,4,1,1
70199,Dampvalley-lès-Colombe,1,1,1,1,2,1,4,1,3
70200,Dampvalley-Saint-Pancras,1,1,1,1,2,1,1,1,1
70201,Delain,1,1,1,1,4,1,1,1,1
70202,Demangevelle,1,1,1,1,4,1,2,1,5
70206,Échenans-sous-Mont-Vaudois,2,1,1,1,4,2,4,1,3
70207,Échenoz-la-Méline,3,4,4,2,5,4,4,4,3
70208,Échenoz-le-Sec,1,2,1,1,4,1,2,1,1
70211,Écuelle,1,1,1,1,2,1,1,1,2
70213,Éhuns,1,1,2,1,4,1,4,1,2
70214,Équevilley,1,1,1,1,2,1,2,1,5
70215,Errevet,1,1,1,1,3,3,1,1,4
70216,Esboz-Brest,1,1,1,1,4,1,1,1,4
70217,Esmoulières,1,1,2,1,3,2,3,1,1
70219,Esprels,2,4,3,1,4,4,4,1,2
70220,Essertenne-et-Cecey,1,1,1,1,4,2,4,1,3
70221,Étobon,1,1,1,1,4,1,2,1,2
70222,Étrelles-et-la-Montbleuse,1,1,1,1,3,2,1,1,1
70224,Étuz,2,4,3,1,4,3,4,1,4
70225,Fahy-lès-Autrey,1,1,1,1,2,1,2,1,1
70226,Fallon,1,1,1,1,4,3,4,1,1
70227,Faucogney-et-la-Mer,2,4,1,2,4,4,4,1,4
70228,Faverney,2,4,4,4,4,4,4,1,1
70229,Faymont,1,1,1,1,2,1,4,1,2
70230,Fédry,1,1,1,1,2,1,4,1,1
70233,Les Fessey,1,1,1,1,2,1,1,1,3
70234,Filain,1,1,1,1,4,1,4,1,2
70235,Flagy,1,2,1,1,3,2,3,1,2
70236,Fleurey-lès-Faverney,1,1,1,1,4,3,4,1,1
70238,Fleurey-lès-Saint-Loup,1,1,1,1,2,1,1,1,2
70239,Fondremand,1,1,2,1,4,2,3,1,3
70240,Fontaine-lès-Luxeuil,3,4,3,1,5,4,4,1,2
70242,Fontenois-la-Ville,1,1,2,1,1,1,2,1,1
70243,Fontenois-lès-Montbozon,1,1,2,1,4,3,4,1,5
70244,Fouchécourt,1,1,3,1,1,1,2,1,1
70245,Fougerolles-Saint-Valbert,3,4,4,1,5,5,5,1,2
70245,Fougerolles,3,4,4,1,5,5,5,1,2
70247,Fouvent-Saint-Andoche,1,1,1,1,4,2,2,1,1
70248,Frahier-et-Chatebier,3,4,3,1,4,4,4,1,4
70249,Francalmont,1,1,1,1,3,1,2,1,5
70250,Franchevelle,1,3,1,1,4,4,4,1,3
70251,Francourt,1,1,2,1,3,1,1,1,3
70252,Framont,1,1,2,1,3,1,1,1,1
70253,Frasne-le-Château,1,4,2,1,3,1,4,1,1
70254,Frédéric-Fontaine,1,1,2,1,4,1,2,1,1
70255,Fresne-Saint-Mamès,2,4,3,2,4,4,4,1,3
70256,Fresse,2,1,2,1,4,4,1,1,1
70257,Fretigney-et-Velloreille,2,4,4,3,4,4,4,1,2
70258,Froideconche,3,4,4,1,5,4,4,1,3
70259,Froideterre,1,1,2,1,3,3,1,1,2
70260,Frotey-lès-Lure,2,1,1,1,4,3,3,1,3
70261,Frotey-lès-Vesoul,3,5,3,1,4,4,4,4,3
70262,Genevreuille,1,1,1,1,2,1,1,1,2
70263,Genevrey,1,1,1,1,4,3,3,1,1
70265,Germigney,1,1,1,1,3,1,1,1,1
70267,Gevigney-et-Mercey,1,4,2,1,4,1,4,1,1
70268,Gézier-et-Fontenelay,1,1,1,1,4,1,3,1,1
70271,Gouhenans,1,1,1,1,4,1,4,1,3
70272,Gourgeon,1,1,2,1,4,3,2,1,1
70275,Grandvelle-et-le-Perrenot,1,1,1,1,4,3,3,1,2
70276,Granges-la-Ville,1,1,1,1,3,3,2,1,4
70277,Granges-le-Bourg,1,2,3,1,3,1,2,1,3
70278,Grattery,1,1,1,1,2,1,4,1,4
70279,Gray,4,5,5,4,5,5,5,1,4
70280,Gray-la-Ville,2,2,2,1,4,4,4,1,1
70282,Gy,3,5,4,3,5,4,4,1,2
70283,Haut-du-Them-Château-Lambert,1,1,2,3,4,2,4,1,1
70284,Hautevelle,1,1,1,1,4,1,2,1,2
70285,Héricourt,5,5,5,4,5,5,5,1,3
70288,Hyet,1,1,1,1,1,1,2,1,2
70289,Igny,1,1,1,1,3,1,3,1,1
70290,Jasney,1,1,1,1,4,1,4,1,1
70291,Jonvelle,1,1,1,1,4,1,1,1,5
70292,Jussey,3,5,4,4,5,5,4,1,1
70293,Lambrey,1,1,1,1,1,1,4,1,2
70294,Lantenot,1,1,1,1,4,1,2,1,2
70295,La Lanterne-et-les-Armonts,1,1,1,1,4,1,1,1,2
70296,Larians-et-Munans,1,1,3,1,1,1,4,1,3
70297,Larret,1,1,1,1,1,2,1,1,1
70298,Lavigney,1,1,1,1,2,1,1,1,1
70299,Lavoncourt,1,4,1,3,4,4,4,1,2
70303,Liévans,1,2,1,1,3,1,1,1,2
70306,Lomont,1,2,1,1,4,1,4,1,3
70308,La Longine,1,1,1,1,4,2,2,1,1
70309,Loulans-Verchamp,1,2,1,1,4,4,4,1,3
70310,Lure,4,5,5,4,5,5,5,1,3
70311,Luxeuil-les-Bains,4,5,5,4,5,5,5,1,3
70312,Luze,2,2,2,1,4,2,4,1,4
70313,Lyoffans,1,4,3,1,4,1,4,1,3
70314,Magnivray,1,1,1,1,3,2,1,1,1
70315,Magnoncourt,1,1,1,1,4,2,2,1,1
70317,Les Magny,1,1,2,1,3,1,1,1,2
70318,Magny-Danigon,1,1,1,1,3,1,2,1,2
70320,Magny-lès-Jussey,1,1,2,1,3,1,1,1,5
70321,Magny-Vernois,3,2,1,1,4,3,4,1,2
70322,Mailleroncourt-Charette,1,1,1,1,3,2,4,1,1
70324,Mailley-et-Chazelot,2,2,2,1,4,3,4,1,2
70326,La Malachère,1,1,1,1,4,1,2,1,3
70327,Malans,1,1,1,1,4,1,2,1,2
70328,Malbouhans,1,1,1,1,4,1,2,1,1
70330,Mandrevillars,1,4,1,1,4,1,2,1,4
70331,Mantoche,1,1,3,1,4,4,4,1,2
70334,Marnay,3,5,4,4,5,5,4,1,4
70335,Maussans,1,1,1,1,2,1,1,1,3
70336,Mélecey,1,1,2,1,2,1,1,1,2
70338,Melincourt,1,1,1,1,3,1,1,1,1
70339,Mélisey,3,5,4,3,5,4,4,1,2
70340,Membrey,1,2,2,1,3,2,4,1,1
70341,Menoux,1,1,1,1,1,2,3,1,1
70342,Mercey-sur-Saône,1,1,1,1,3,1,1,1,3
70343,Mersuay,1,1,1,1,4,1,4,1,3
70344,Meurcourt,1,1,1,1,4,2,4,1,2
70347,Mignavillers,1,2,1,1,4,1,3,1,2
70348,Moffans-et-Vacheresse,2,1,2,1,4,2,4,1,2
70349,Moimay,1,2,1,1,2,1,2,1,3
70350,Molay,1,1,1,1,2,1,1,1,1
70352,La Montagne,1,1,1,1,1,1,2,1,1
70353,Montagney,2,2,2,1,4,4,4,1,2
70355,Montarlot-lès-Rioz,1,1,1,1,4,2,2,1,4
70356,Montboillon,1,1,1,1,3,1,4,1,3
70357,Montbozon,2,4,2,3,4,4,4,1,1
70358,Montcey,1,1,1,1,2,1,3,1,2
70360,Montdoré,1,1,1,1,4,1,1,1,1
70361,Montessaux,1,1,1,1,3,1,3,1,1
70362,Montigny-lès-Cherlieu,1,1,1,1,3,1,3,1,1
70363,Montigny-lès-Vesoul,2,1,1,1,4,2,4,2,3
70366,Villers-Chemin-et-Mont-lès-Étrelles,1,1,1,1,4,1,1,1,2
70367,Mont-le-Vernois,1,1,1,1,4,1,2,1,5
70371,Montureux-et-Prantigny,1,1,1,1,1,1,2,1,5
70372,Montureux-lès-Baulay,1,1,1,1,3,1,2,1,1
70373,La Roche-Morey,1,1,2,1,4,4,3,1,1
70376,Nantilly,1,1,2,1,4,2,1,1,2
70378,Navenne,3,5,3,1,5,4,4,2,2
70381,Neurey-lès-la-Demie,1,2,1,1,2,1,1,1,2
70383,Neuvelle-lès-Cromary,1,4,1,1,4,1,3,1,4
70384,Neuvelle-lès-la-Charité,1,1,2,1,4,1,3,1,1
70385,La Neuvelle-lès-Lure,1,1,1,1,4,1,3,1,3
70386,La Neuvelle-lès-Scey,1,1,1,1,4,1,1,1,1
70387,Noidans-le-Ferroux,2,5,2,1,4,4,4,1,2
70388,Noidans-lès-Vesoul,3,4,4,1,5,5,5,4,3
